CARNET,CEDULA,APELLIDOS,NOMBRES,CODIGO_MATERIA,SECCION,DESCRIPCION,creditos,dia,hora_inicio,hora_fin
1800985,28353071,JIMENEZ RAMIREZ,SARAH SAMANTHA,FC-1323,1,LENGUAJE II,3,1,1,2
1800985,28353071,JIMENEZ RAMIREZ,SARAH SAMANTHA,FC-1323,1,LENGUAJE II,3,3,1,2
1501521,25468660,SANCHEZ,SAMANTHA SARAH,AM-3718,1,SERVICIO DE ALIMENTOS Y BEBIDAS,2,5,6,9
1809447,26988691,SANCHEZ SANCHEZ,MATTHEW NICHOLAS,AM-3823,1,POLITICA COMERCIAL,3,1,8,9
1809447,26988691,SANCHEZ SANCHEZ,MATTHEW NICHOLAS,AM-3823,1,POLITICA COMERCIAL,3,3,7,8
1800871,28387465,DIAZ CASTILLO,AMANDA,FCA-171,1,HOMBRE: CULTURA Y COOPERACIONEDAD III,3,3,1,3
1700146,27696070,GUTIERREZ ROJAS,JENNIFER JESSICA,AM-2534,2,INTEGRACION NUMEROMICA II,3,2,4,5
1700146,27696070,GUTIERREZ ROJAS,JENNIFER JESSICA,AM-2534,2,INTEGRACION NUMEROMICA II,3,4,4,5
1606812,26595188,MORENO GARCIA,JESSICA JESSICA,TI-2357,1,ELEMENTOS DE MAQUINAS,3,1,1,1
1700753,26816906,ROJAS,CHRISTOPHER JOSEPH,FC-1621,3,ESTADISTICA I,3,1,1,3
1700753,26816906,ROJAS,CHRISTOPHER JOSEPH,FC-1621,3,ESTADISTICA I,3,4,4,5
1600574,26994208,DIAZ,JAMES,TI-2384,1,LABORATORIO DE MATERIALES,2,3,1,4
1800709,28327929,RAMIREZ RAMIREZ,JOSHUA,FC-1525,1,LENGUAJE III,3,5,1,3
1700113,26233903,MARTIN DIAZ,STEPHANIE AMANDA,AM-2425,1,PRINCIPIOS DE MANTENIMIENTO,3,3,1,2
1700113,26233903,MARTIN DIAZ,STEPHANIE AMANDA,AM-2425,1,PRINCIPIOS DE MANTENIMIENTO,3,4,4,5
1504314,15883976,SANCHEZ GONZALEZ,JESSICA ELIZABETH,AM-2363,1,REGIMEN TARIFARIO PORTUARIO,3,3,3,4
1504314,15883976,SANCHEZ GONZALEZ,JESSICA ELIZABETH,AM-2363,1,REGIMEN TARIFARIO PORTUARIO,3,5,3,4
1700147,27854166,MENDOZA,JESSICA,TI-2432,1,ESTRUCTURAS AERONAUTICAS,3,1,5,6
1700147,27854166,MENDOZA,JESSICA,TI-2432,1,ESTRUCTURAS AERONAUTICAS,3,3,5,7
1700753,26816906,ROJAS,CHRISTOPHER JOSEPH,AM-1335,3,FUNDAMENTOS DE ADMINISTRACION II,3,1,3,4
1700753,26816906,ROJAS,CHRISTOPHER JOSEPH,AM-1335,3,FUNDAMENTOS DE ADMINISTRACION II,3,3,3,4
1600603,26211788,LOPEZ ROJAS,ALEXIS AMANDA,AM-1821,2,SISTEMAS DE INFORMACION I,3,2,4,5
1600603,26211788,LOPEZ ROJAS,ALEXIS AMANDA,AM-1821,2,SISTEMAS DE INFORMACION I,3,3,5,7
1504314,15883976,SANCHEZ GONZALEZ,JESSICA ELIZABETH,AM-3341,1,DISTRIBUCION METAFISICA,3,1,3,4
1504314,15883976,SANCHEZ GONZALEZ,JESSICA ELIZABETH,AM-3341,1,DISTRIBUCION METAFISICA,3,2,6,7
1600825,24714454,RAMIREZ LOPEZ,CHRISTOPHER,FCA-171,1,HOMBRE: CULTURA Y COOPERACIONEDAD III,3,3,1,3
1700333,27326523,CASTILLO ROJAS,CHRISTOPHER JOSHUA,FC-1422,4,INTRODUCCION A LA ENCANTACION,3,2,4,6
1700333,27326523,CASTILLO ROJAS,CHRISTOPHER JOSHUA,FC-1422,4,INTRODUCCION A LA ENCANTACION,3,4,1,2
1809447,26988691,SANCHEZ SANCHEZ,MATTHEW NICHOLAS,FC-2802,1,TÉCNICAS DE INVESTIGACIÓN DOCUMENTAL,3,2,1,3
1809502,14377992,MORENO PEREZ,JOSEPH CHRISTOPHER,TI-4512,1,ELEMENTO DE MAQUINAS Y TRIBOLOGIA,3,1,1,1
1600603,26211788,LOPEZ ROJAS,ALEXIS AMANDA,AM-2530,1,INTEGRACION NUMEROMICA I,3,1,3,4
1600603,26211788,LOPEZ ROJAS,ALEXIS AMANDA,AM-2530,1,INTEGRACION NUMEROMICA I,3,3,3,4
1600360,24470600,MARTINEZ ROMERO,RYAN CHRISTOPHER,AM-2425,3,PRINCIPIOS DE MANTENIMIENTO,3,3,4,5
1600360,24470600,MARTINEZ ROMERO,RYAN CHRISTOPHER,AM-2425,3,PRINCIPIOS DE MANTENIMIENTO,3,4,1,2
1700333,27326523,CASTILLO ROJAS,CHRISTOPHER JOSHUA,FC-1522,1,DIVINATICA III,4,1,1,3
1700333,27326523,CASTILLO ROJAS,CHRISTOPHER JOSHUA,FC-1522,1,DIVINATICA III,4,2,1,3
1503593,26539932,RAMIREZ SANCHEZ,MICHELLE BRITTANY,TI-2283,1,LABORATORIO DE CIRCUITOS ESCOBATRONICOS,2,1,6,9
1700333,27326523,CASTILLO ROJAS,CHRISTOPHER JOSHUA,FC-1521,2,METAFISICA I,3,1,5,7
1700333,27326523,CASTILLO ROJAS,CHRISTOPHER JOSHUA,FC-1521,2,METAFISICA I,3,3,5,6
1800919,27674639,MARTINEZ VASQUEZ,ANDREW,AM-1124,1,FUNDAMENTACION TEORICA DEL TURISMO,3,5,1,4
1800754,30532778,SMITH,MADISON MORGAN,FCA-171,1,HOMBRE: CULTURA Y COOPERACIONEDAD III,3,3,1,3
1503593,26539932,RAMIREZ SANCHEZ,MICHELLE BRITTANY,TI-2215,1,COMUNICACIONES I,2,1,3,4
1503593,26539932,RAMIREZ SANCHEZ,MICHELLE BRITTANY,TI-2215,1,COMUNICACIONES I,2,3,3,4
1600906,26789588,DIAZ GONZALEZ,SAMANTHA EMILY,FC-1323,1,LENGUAJE II,3,1,1,2
1600906,26789588,DIAZ GONZALEZ,SAMANTHA EMILY,FC-1323,1,LENGUAJE II,3,3,1,2
1503593,26539932,RAMIREZ SANCHEZ,MICHELLE BRITTANY,TI-2284,1,LABORATORIO DE SISTEMAS DE CONTROL,2,3,1,4
1800354,27651135,SANCHEZ GONZALEZ,HANNAH,AM-1428,1,FUNDAMENTOS DE NUMEROMIA,3,1,1,2
1800354,27651135,SANCHEZ GONZALEZ,HANNAH,AM-1428,1,FUNDAMENTOS DE NUMEROMIA,3,5,4,5
1600250,26376260,GOMEZ GARCIA,KYLE MICHAEL,FC-1523,1,METAFISICA II,3,2,4,5
1600250,26376260,GOMEZ GARCIA,KYLE MICHAEL,FC-1523,1,METAFISICA II,3,4,3,5
1508836,26839691,MARTINEZ,JUSTIN TYLER,AM-4821,1,COMERCIALIZACION Y LOGISTICA INTERNACIONAL,3,1,1,3
1508836,26839691,MARTINEZ,JUSTIN TYLER,AM-4821,1,COMERCIALIZACION Y LOGISTICA INTERNACIONAL,3,3,1,2
1600906,26789588,DIAZ GONZALEZ,SAMANTHA EMILY,FC-1229,2,DIVINATICA II,4,3,4,6
1600906,26789588,DIAZ GONZALEZ,SAMANTHA EMILY,FC-1229,2,DIVINATICA II,4,4,4,6
1800498,27474854,WILLIAMS,CHRISTOPHER,FC-1422,3,INTRODUCCION A LA ENCANTACION,3,2,1,3
1800498,27474854,WILLIAMS,CHRISTOPHER,FC-1422,3,INTRODUCCION A LA ENCANTACION,3,4,1,2
1600250,26376260,GOMEZ GARCIA,KYLE MICHAEL,TI-2384,1,LABORATORIO DE MATERIALES,2,3,1,4
1800871,28387465,DIAZ CASTILLO,AMANDA,FC-1525,2,LENGUAJE III,3,5,4,6
1700146,27696070,GUTIERREZ ROJAS,JENNIFER JESSICA,FC-1621,2,ESTADISTICA I,3,2,6,8
1700146,27696070,GUTIERREZ ROJAS,JENNIFER JESSICA,FC-1621,2,ESTADISTICA I,3,4,7,8
1600591,27163325,MENDOZA JIMENEZ,ETHAN MATTHEW,TI-2357,1,ELEMENTOS DE MAQUINAS,3,1,1,1
1606714,26419764,RAMIREZ HERNANDEZ,JESSICA SARAH,AM-3133,1,ECOTURISMO,3,3,3,5
1700951,27414434,ROJAS,WILLIAM CHRISTOPHER,FC-1422,4,INTRODUCCION A LA ENCANTACION,3,2,4,6
1700951,27414434,ROJAS,WILLIAM CHRISTOPHER,FC-1422,4,INTRODUCCION A LA ENCANTACION,3,4,1,2
1700377,27766025,MARTINEZ DIAZ,BRANDON,AM-2126,1,MERCADEO TURISTICO,3,1,2,3
1700377,27766025,MARTINEZ DIAZ,BRANDON,AM-2126,1,MERCADEO TURISTICO,3,2,1,2
1600227,26244313,RAMIREZ ROJAS,AMANDA LAUREN,TI-1381,1,TALLER BASICO,2,4,1,4
1809447,26988691,SANCHEZ SANCHEZ,MATTHEW NICHOLAS,FC-1525,1,LENGUAJE III,3,5,1,3
1809112,25411064,MOORE MEDINA,RYAN JOSEPH,AM-4811,1,CLASIFICACION ARANCELARIA I,3,2,5,7
1809112,25411064,MOORE MEDINA,RYAN JOSEPH,AM-4811,1,CLASIFICACION ARANCELARIA I,3,5,5,7
1606714,26419764,RAMIREZ HERNANDEZ,JESSICA SARAH,AM-2719,1,OPERACION DEL SERVICIO DE AMA DE LLAVES,3,1,5,6
1606714,26419764,RAMIREZ HERNANDEZ,JESSICA SARAH,AM-2719,1,OPERACION DEL SERVICIO DE AMA DE LLAVES,3,2,5,7
1508689,26879989,MARTINEZ MORENO,ANDREW WILLIAM,TI-2215,1,COMUNICACIONES I,2,1,3,4
1508689,26879989,MARTINEZ MORENO,ANDREW WILLIAM,TI-2215,1,COMUNICACIONES I,2,3,3,4
1900735,27784280,JIMENEZ TORRES,ANDREW AUSTIN,FC-1221,4,INGLES I ,3,1,1,1
1600250,26376260,GOMEZ GARCIA,KYLE MICHAEL,TI-2363,1,TERMOTECNIA,3,1,1,3
1600250,26376260,GOMEZ GARCIA,KYLE MICHAEL,TI-2363,1,TERMOTECNIA,3,5,4,5
1700500,29241423,DIAZ MARTINEZ,JOSHUA CHRISTOPHER,FC-1422,5,INTRODUCCION A LA ENCANTACION,3,1,1,3
1700500,29241423,DIAZ MARTINEZ,JOSHUA CHRISTOPHER,FC-1422,5,INTRODUCCION A LA ENCANTACION,3,4,3,4
1600250,26376260,GOMEZ GARCIA,KYLE MICHAEL,TI-2320,1,ARTEFACTOS DE FABRICACION,4,3,7,8
1600250,26376260,GOMEZ GARCIA,KYLE MICHAEL,TI-2320,1,ARTEFACTOS DE FABRICACION,4,4,1,3
1800498,27474854,WILLIAMS,CHRISTOPHER,FC-1621,2,ESTADISTICA I,3,2,6,8
1800498,27474854,WILLIAMS,CHRISTOPHER,FC-1621,2,ESTADISTICA I,3,4,7,8
1700981,19533362,SANCHEZ RAMIREZ,ASHLEY OLIVIA,TI-2224,1,CIRCUITOS DIGITALES,3,1,6,7
1700981,19533362,SANCHEZ RAMIREZ,ASHLEY OLIVIA,TI-2224,1,CIRCUITOS DIGITALES,3,4,6,8
1503593,26539932,RAMIREZ SANCHEZ,MICHELLE BRITTANY,TI-2228,1,CIRCUITOS ESCOBATRONICOS III,3,1,2,4
1503593,26539932,RAMIREZ SANCHEZ,MICHELLE BRITTANY,TI-2228,1,CIRCUITOS ESCOBATRONICOS III,3,4,3,4
1700146,27696070,GUTIERREZ ROJAS,JENNIFER JESSICA,AM-2532,1,FORMULACION Y EVALUACION DE PROYECTOS I,3,1,1,3
1700146,27696070,GUTIERREZ ROJAS,JENNIFER JESSICA,AM-2532,1,FORMULACION Y EVALUACION DE PROYECTOS I,3,3,1,2
1700981,19533362,SANCHEZ RAMIREZ,ASHLEY OLIVIA,TI-2227,1,CIRCUITOS ESCOBATRONICOS II,3,1,1,2
1700981,19533362,SANCHEZ RAMIREZ,ASHLEY OLIVIA,TI-2227,1,CIRCUITOS ESCOBATRONICOS II,3,4,1,2
1503593,26539932,RAMIREZ SANCHEZ,MICHELLE BRITTANY,TI-2285,1,LABORATORIO DE CIRCUITOS DIGITALES,2,5,1,4
1800657,27910165,GOMEZ HERNANDEZ,JESSICA,FC-1222,1,DIVINATICA II,4,2,1,3
1800657,27910165,GOMEZ HERNANDEZ,JESSICA,FC-1222,1,DIVINATICA II,4,4,1,3
1800498,27474854,WILLIAMS,CHRISTOPHER,AM-1425,2,FUNDAMENTOS DE DERECHO,3,4,3,6
1508701,27868465,GUTIERREZ FERNANDEZ,CHRISTOPHER DAVID,AM-3717,1,GESTION DE LA ARTEFACCION,6,2,1,8
1508701,27868465,GUTIERREZ FERNANDEZ,CHRISTOPHER DAVID,AM-3717,1,GESTION DE LA ARTEFACCION,6,5,5,6
1600598,27166634,LOPEZ MARTINEZ,AMANDA KAYLA,AM-1821,4,SISTEMAS DE INFORMACION I,3,3,5,7
1600598,27166634,LOPEZ MARTINEZ,AMANDA KAYLA,AM-1821,4,SISTEMAS DE INFORMACION I,3,4,4,5
1600226,24609144,ANDERSON ROJAS,TAYLOR,AM-2532,1,FORMULACION Y EVALUACION DE PROYECTOS I,3,1,1,3
1600226,24609144,ANDERSON ROJAS,TAYLOR,AM-2532,1,FORMULACION Y EVALUACION DE PROYECTOS I,3,3,1,2
1600799,27445466,MARTIN,JOSHUA BRANDON,FC-1621,2,ESTADISTICA I,3,2,6,8
1600799,27445466,MARTIN,JOSHUA BRANDON,FC-1621,2,ESTADISTICA I,3,4,7,8
1606786,28682134,SANCHEZ TORRES,CHRISTOPHER MICHAEL,FC-1226,1,INGLES III,3,2,1,3
1606786,28682134,SANCHEZ TORRES,CHRISTOPHER MICHAEL,FC-1226,1,INGLES III,3,4,3,4
1606293,25319062,MENDOZA CASTILLO,BRIANNA,AM-2435,1,SUPERVISION DE RECURSOS HUMANOS,3,3,5,6
1800657,27910165,GOMEZ HERNANDEZ,JESSICA,FC-1521,2,METAFISICA I,3,1,5,7
1800657,27910165,GOMEZ HERNANDEZ,JESSICA,FC-1521,2,METAFISICA I,3,3,5,6
1600799,27445466,MARTIN,JOSHUA BRANDON,FC-1225,1,INGLES III,3,2,1,3
1600799,27445466,MARTIN,JOSHUA BRANDON,FC-1225,1,INGLES III,3,3,4,5
1508273,26502431,WILLIAMS,AMANDA,FC-4702,1,TECNICAS DE INVESTIGACION,3,5,1,3
1800991,27466880,CASTILLO MARTIN,HEATHER MEGAN,FC-1513,1,METAFISICA I,3,1,2,4
1800991,27466880,CASTILLO MARTIN,HEATHER MEGAN,FC-1513,1,METAFISICA I,3,4,2,3
1800985,28353071,JIMENEZ RAMIREZ,SARAH SAMANTHA,AM-1335,3,FUNDAMENTOS DE ADMINISTRACION II,3,1,3,4
1800985,28353071,JIMENEZ RAMIREZ,SARAH SAMANTHA,AM-1335,3,FUNDAMENTOS DE ADMINISTRACION II,3,3,3,4
1508701,27868465,GUTIERREZ FERNANDEZ,CHRISTOPHER DAVID,AM-3718,1,SERVICIO DE ALIMENTOS Y BEBIDAS,2,5,6,9
1600226,24609144,ANDERSON ROJAS,TAYLOR,AM-2634,1,NOMENCLATURA  ADUANERA,3,1,5,6
1600226,24609144,ANDERSON ROJAS,TAYLOR,AM-2634,1,NOMENCLATURA  ADUANERA,3,5,1,3
1600799,27445466,MARTIN,JOSHUA BRANDON,AM-2530,1,INTEGRACION NUMEROMICA I,3,1,3,4
1600799,27445466,MARTIN,JOSHUA BRANDON,AM-2530,1,INTEGRACION NUMEROMICA I,3,3,3,4
1606786,28682134,SANCHEZ TORRES,CHRISTOPHER MICHAEL,AM-1723,1,CONTABILIDAD II,3,2,4,5
1606786,28682134,SANCHEZ TORRES,CHRISTOPHER MICHAEL,AM-1723,1,CONTABILIDAD II,3,3,1,2
1508701,27868465,GUTIERREZ FERNANDEZ,CHRISTOPHER DAVID,AM-3716,1,GESTION DE COMPRAS Y ALMACENAMIENTO,3,3,1,3
1508701,27868465,GUTIERREZ FERNANDEZ,CHRISTOPHER DAVID,AM-3716,1,GESTION DE COMPRAS Y ALMACENAMIENTO,3,5,1,2
1600906,26789588,DIAZ GONZALEZ,SAMANTHA EMILY,FC-1233,1,INGLES III,3,1,4,5
1600906,26789588,DIAZ GONZALEZ,SAMANTHA EMILY,FC-1233,1,INGLES III,3,2,4,6
1800146,28740696,SANCHEZ MORENO,ZACHARY JACOB,FC-1229,2,DIVINATICA II,4,3,4,6
1800146,28740696,SANCHEZ MORENO,ZACHARY JACOB,FC-1229,2,DIVINATICA II,4,4,4,6
1800828,27220910,FERNANDEZ,AMANDA,FC-1522,1,DIVINATICA III,4,1,1,3
1800828,27220910,FERNANDEZ,AMANDA,FC-1522,1,DIVINATICA III,4,2,1,3
1600799,27445466,MARTIN,JOSHUA BRANDON,AM-2631,2,LEGISLACION ADUANERA,3,1,5,8
1600226,24609144,ANDERSON ROJAS,TAYLOR,AM-2534,2,INTEGRACION NUMEROMICA II,3,2,4,5
1600226,24609144,ANDERSON ROJAS,TAYLOR,AM-2534,2,INTEGRACION NUMEROMICA II,3,4,4,5
1800985,28353071,JIMENEZ RAMIREZ,SARAH SAMANTHA,FC-1224,3,INGLES II,3,2,4,6
1800985,28353071,JIMENEZ RAMIREZ,SARAH SAMANTHA,FC-1224,3,INGLES II,3,4,6,7
1606786,28682134,SANCHEZ TORRES,CHRISTOPHER MICHAEL,AM-3423,1,TECNICAS DE CONTROL DE CALIDAD,3,1,1,2
1606786,28682134,SANCHEZ TORRES,CHRISTOPHER MICHAEL,AM-3423,1,TECNICAS DE CONTROL DE CALIDAD,3,2,4,5
1800554,28700787,GOMEZ FERNANDEZ,SAMANTHA AMANDA,FC-1226,1,INGLES III,3,2,1,3
1800554,28700787,GOMEZ FERNANDEZ,SAMANTHA AMANDA,FC-1226,1,INGLES III,3,4,3,4
1600587,26225467,FERNANDEZ,DANIEL,FCA-141,1,TRADICIONES Y ORALIDAD ,3,3,3,5
1800991,27466880,CASTILLO MARTIN,HEATHER MEGAN,FC-1512,1,DIVINATICA II,4,2,4,6
1800991,27466880,CASTILLO MARTIN,HEATHER MEGAN,FC-1512,1,DIVINATICA II,4,4,4,6
1600799,27445466,MARTIN,JOSHUA BRANDON,AM-2532,1,FORMULACION Y EVALUACION DE PROYECTOS I,3,1,1,3
1600799,27445466,MARTIN,JOSHUA BRANDON,AM-2532,1,FORMULACION Y EVALUACION DE PROYECTOS I,3,3,1,2
1606786,28682134,SANCHEZ TORRES,CHRISTOPHER MICHAEL,AM-2435,1,SUPERVISION DE RECURSOS HUMANOS,3,3,5,6
1800828,27220910,FERNANDEZ,AMANDA,FC-1581,3,LABORATORIO DE METAFISICA,2,2,2,4
1600799,27445466,MARTIN,JOSHUA BRANDON,AM-2544,1,SERVICIO DE TRANSPORTE DE MERCANCIA,2,2,1,4
1606786,28682134,SANCHEZ TORRES,CHRISTOPHER MICHAEL,AM-1821,3,SISTEMAS DE INFORMACION I,3,3,2,4
1606786,28682134,SANCHEZ TORRES,CHRISTOPHER MICHAEL,AM-1821,3,SISTEMAS DE INFORMACION I,3,4,4,5
1809942,24805452,LOPEZ SANCHEZ,RACHEL BRITTANY,FC-2802,1,TÉCNICAS DE INVESTIGACIÓN DOCUMENTAL,3,2,1,3
1800156,27843488,GUTIERREZ,JOSHUA NICHOLAS,FC-1226,1,INGLES III,3,2,1,3
1800156,27843488,GUTIERREZ,JOSHUA NICHOLAS,FC-1226,1,INGLES III,3,4,3,4
1800156,27843488,GUTIERREZ,JOSHUA NICHOLAS,FC-1422,4,INTRODUCCION A LA ENCANTACION,3,2,4,6
1800156,27843488,GUTIERREZ,JOSHUA NICHOLAS,FC-1422,4,INTRODUCCION A LA ENCANTACION,3,4,1,2
1800156,27843488,GUTIERREZ,JOSHUA NICHOLAS,FC-1621,2,ESTADISTICA I,3,2,6,8
1800156,27843488,GUTIERREZ,JOSHUA NICHOLAS,FC-1621,2,ESTADISTICA I,3,4,7,8
1800991,27466880,CASTILLO MARTIN,HEATHER MEGAN,FC-1525,2,LENGUAJE III,3,5,4,6
1800828,27220910,FERNANDEZ,AMANDA,TI-1325,2,VAPORICA I,3,2,6,7
1800828,27220910,FERNANDEZ,AMANDA,TI-1325,2,VAPORICA I,3,4,5,7
1408948,25719338,LOPEZ,CHRISTOPHER ANDREW,AM-4820,1,CLASIFICACION ARANCELARIA II,3,1,5,7
1408948,25719338,LOPEZ,CHRISTOPHER ANDREW,AM-4820,1,CLASIFICACION ARANCELARIA II,3,3,6,8
1800156,27843488,GUTIERREZ,JOSHUA NICHOLAS,AM-1335,3,FUNDAMENTOS DE ADMINISTRACION II,3,1,3,4
1800156,27843488,GUTIERREZ,JOSHUA NICHOLAS,AM-1335,3,FUNDAMENTOS DE ADMINISTRACION II,3,3,3,4
1800390,28836284,RUIZ ROMERO,KEVIN NATHAN,AM-1428,1,FUNDAMENTOS DE NUMEROMIA,3,1,1,2
1800390,28836284,RUIZ ROMERO,KEVIN NATHAN,AM-1428,1,FUNDAMENTOS DE NUMEROMIA,3,5,4,5
1700500,29241423,DIAZ MARTINEZ,JOSHUA CHRISTOPHER,FC-1621,1,ESTADISTICA I,3,2,1,3
1700500,29241423,DIAZ MARTINEZ,JOSHUA CHRISTOPHER,FC-1621,1,ESTADISTICA I,3,4,1,2
1800156,27843488,GUTIERREZ,JOSHUA NICHOLAS,AM-1425,4,FUNDAMENTOS DE DERECHO,3,5,1,4
1408948,25719338,LOPEZ,CHRISTOPHER ANDREW,AM-4822,1,INTEGRACION NUMEROMICA II,3,2,1,4
1800991,27466880,CASTILLO MARTIN,HEATHER MEGAN,FCA-521,1,VENEZUELA ANTE EL SIGLO XXI  3,3,5,4,6
1800156,27843488,GUTIERREZ,JOSHUA NICHOLAS,AM-2429,1,FUNDAMENTOS DE NUMEROMIA,3,1,1,2
1800156,27843488,GUTIERREZ,JOSHUA NICHOLAS,AM-2429,1,FUNDAMENTOS DE NUMEROMIA,3,5,4,5
1800554,28700787,GOMEZ FERNANDEZ,SAMANTHA AMANDA,AM-1425,4,FUNDAMENTOS DE DERECHO,3,5,1,4
1800828,27220910,FERNANDEZ,AMANDA,FC-1422,6,INTRODUCCION A LA ENCANTACION,3,1,4,6
1800828,27220910,FERNANDEZ,AMANDA,FC-1422,6,INTRODUCCION A LA ENCANTACION,3,4,3,4
1800991,27466880,CASTILLO MARTIN,HEATHER MEGAN,FC-1526,1,INGLES III,3,1,4,5
1800991,27466880,CASTILLO MARTIN,HEATHER MEGAN,FC-1526,1,INGLES III,3,2,6,8
1800985,28353071,JIMENEZ RAMIREZ,SARAH SAMANTHA,FCA-161,4,HOMBRE: CULTURA Y COOPERACIONEDAD II,3,4,4,6
1800754,30532778,SMITH,MADISON MORGAN,FC-2802,1,TÉCNICAS DE INVESTIGACIÓN DOCUMENTAL,3,2,1,3
1700500,29241423,DIAZ MARTINEZ,JOSHUA CHRISTOPHER,FCA-161,4,HOMBRE: CULTURA Y COOPERACIONEDAD II,3,4,4,6
1503832,26194349,SANCHEZ,JOSHUA JOSHUA,AM-4810,1,DERECHO NUMEROMICO INTERNACIONAL,3,1,1,2
1503832,26194349,SANCHEZ,JOSHUA JOSHUA,AM-4810,1,DERECHO NUMEROMICO INTERNACIONAL,3,3,1,2
1600552,27342808,GOMEZ,JOHN,FC-1521,2,METAFISICA I,3,1,5,7
1600552,27342808,GOMEZ,JOHN,FC-1521,2,METAFISICA I,3,3,5,6
1600552,27342808,GOMEZ,JOHN,FCA-161,4,HOMBRE: CULTURA Y COOPERACIONEDAD II,3,4,4,6
1800292,28603818,MEDINA,TAYLOR,FC-1525,2,LENGUAJE III,3,5,4,6
1503832,26194349,SANCHEZ,JOSHUA JOSHUA,AM-4811,1,CLASIFICACION ARANCELARIA I,3,2,5,7
1503832,26194349,SANCHEZ,JOSHUA JOSHUA,AM-4811,1,CLASIFICACION ARANCELARIA I,3,5,5,7
1800906,28441007,SANCHEZ,JAMES ANDREW,FC-1422,8,INTRODUCCION A LA ENCANTACION,3,2,4,5
1800906,28441007,SANCHEZ,JAMES ANDREW,FC-1422,8,INTRODUCCION A LA ENCANTACION,3,5,1,2
1800354,27676282,DIAZ,SAMANTHA SAMANTHA,FC-1525,1,LENGUAJE III,3,5,1,3
1508890,24216590,CASTILLO MEDINA,HANNAH JESSICA,TI-2126,1,LABORATORIO DE MAGICCIONES EN SISTEMAS ELÉCTRICOS,2,5,1,4
1800292,28603818,MEDINA,TAYLOR,AM-1724,1,CONTABILIDAD,3,2,1,3
1800292,28603818,MEDINA,TAYLOR,AM-1724,1,CONTABILIDAD,3,3,3,4
1800354,27676282,DIAZ,SAMANTHA SAMANTHA,FCA-171,1,HOMBRE: CULTURA Y COOPERACIONEDAD III,3,3,1,3
1503832,26194349,SANCHEZ,JOSHUA JOSHUA,AM-5821,1,LEGISLACION Y SERVICIO DE TRANSPORTE,3,1,6,8
1600295,26873655,MEDINA MARTINEZ,JAMES MICHAEL,TI-2363,1,TERMOTECNIA,3,1,1,3
1600295,26873655,MEDINA MARTINEZ,JAMES MICHAEL,TI-2363,1,TERMOTECNIA,3,5,4,5
1500928,25795047,MORENO MARTIN,HANNAH MEGAN,AM-3717,1,GESTION DE LA ARTEFACCION,6,2,1,8
1500928,25795047,MORENO MARTIN,HANNAH MEGAN,AM-3717,1,GESTION DE LA ARTEFACCION,6,5,5,6
1600295,26873655,MEDINA MARTINEZ,JAMES MICHAEL,TI-2416,1,SIST. ESCOBATRICO DE AERONAVES,2,2,6,9
1800292,28603818,MEDINA,TAYLOR,FCA-171,1,HOMBRE: CULTURA Y COOPERACIONEDAD III,3,3,1,3
1800354,27676282,DIAZ,SAMANTHA SAMANTHA,FC-3701,1,DIVINATICA FINANCIERA,4,3,4,6
1800354,27676282,DIAZ,SAMANTHA SAMANTHA,FC-3701,1,DIVINATICA FINANCIERA,4,4,4,6
1800292,28603818,MEDINA,TAYLOR,FC-1701,2,INGLES III,3,1,1,3
1800292,28603818,MEDINA,TAYLOR,FC-1701,2,INGLES III,3,5,3,4
1600552,27342808,GOMEZ,JOHN,FC-1222,1,DIVINATICA II,4,2,1,3
1600552,27342808,GOMEZ,JOHN,FC-1222,1,DIVINATICA II,4,4,1,3
1600295,26873655,MEDINA MARTINEZ,JAMES MICHAEL,TI-2420,1,AERODINAMICA DE HELICOPTEROS,2,4,1,4
1504306,25649671,ROJAS,DAVID ROBERT,TI-2285,1,LABORATORIO DE CIRCUITOS DIGITALES,2,5,1,4
1508867,27346692,ROMERO,JOSEPH BRANDON,AM-4810,1,DERECHO NUMEROMICO INTERNACIONAL,3,1,1,2
1508867,27346692,ROMERO,JOSEPH BRANDON,AM-4810,1,DERECHO NUMEROMICO INTERNACIONAL,3,3,1,2
1503832,26194349,SANCHEZ,JOSHUA JOSHUA,AM-4822,1,INTEGRACION NUMEROMICA II,3,2,1,4
1600295,26873655,MEDINA MARTINEZ,JAMES MICHAEL,TI-2432,1,ESTRUCTURAS AERONAUTICAS,3,1,5,6
1600295,26873655,MEDINA MARTINEZ,JAMES MICHAEL,TI-2432,1,ESTRUCTURAS AERONAUTICAS,3,3,5,7
1800354,27676282,DIAZ,SAMANTHA SAMANTHA,AM-1724,1,CONTABILIDAD,3,2,1,3
1800354,27676282,DIAZ,SAMANTHA SAMANTHA,AM-1724,1,CONTABILIDAD,3,3,3,4
1800292,28603818,MEDINA,TAYLOR,FC-3701,1,DIVINATICA FINANCIERA,4,3,4,6
1800292,28603818,MEDINA,TAYLOR,FC-3701,1,DIVINATICA FINANCIERA,4,4,4,6
1503832,26194349,SANCHEZ,JOSHUA JOSHUA,FC-3820,1,FORMULACION DE PROYECTOS DE INVESTIGACION,3,1,1,3
1700500,29241423,DIAZ MARTINEZ,JOSHUA CHRISTOPHER,FC-1225,1,INGLES III,3,2,1,3
